City_Id,City,Cloudiness,Country,Date,Humidity,Lat,lng,Max Temp,Wind Speed
4636285,Lenoir City,90,US,1612043317,80,35.7973,-84.256,35.01,8.05
2065594,Mount Isa,40,AU,1612043317,35,-20.7333,139.5,87.8,2.3
2094027,Kieta,86,PG,1612043291,76,-6.2167,155.6333,82.6,14.63
2192362,Christchurch,20,NZ,1612043104,67,-43.5333,172.6333,63.0,20.71
2288105,Grand-Lahou,100,CI,1612043318,88,5.1367,-5.0242,79.45,8.46
3372707,Ribeira Grande,75,PT,1612043275,88,38.5167,-28.7,64.4,18.41
777019,Vardø,100,NO,1612043319,96,70.3705,31.1107,25.09,20.47
3670218,San Andrés,40,CO,1612043319,66,12.5847,-81.7006,86.0,20.71
210379,Lusambo,100,CD,1612043319,95,-4.9667,23.45,70.74,0.89
3576994,Cockburn Town,20,TC,1612043320,53,21.4612,-71.1419,75.2,11.5
1185160,Nageshwari,0,BD,1612043320,47,25.9377,89.7148,54.86,2.39
1048364,Chokwé,0,MZ,1612043314,83,-24.5333,32.9833,78.49,5.79
1786855,Yatou,100,CN,1612043321,90,37.15,122.3833,39.15,9.4
2112802,Hasaki,20,JP,1612043084,74,35.7333,140.8333,23.0,3.44
2028028,Aksha,100,RU,1612043322,89,50.2814,113.2867,-9.47,3.91
1503153,Klyuchi,100,RU,1612043322,95,52.2667,79.1667,8.24,7.54
3839307,Rawson,2,AR,1612043296,48,-43.3002,-65.1023,63.07,19.04
1500399,Lokosovo,100,RU,1612043323,86,61.1333,74.8167,-15.61,14.41
2522867,Trebisacce,0,IT,1612043324,67,39.8708,16.5312,57.2,8.05
1278987,Allāpalli,0,IN,1612043324,46,19.4167,80.0667,63.09,2.8
3416888,Grindavik,0,IS,1612043308,74,63.8424,-22.4338,23.0,8.05
189741,Lamu,1,KE,1612043325,83,-2.2717,40.902,77.0,6.91
3870243,Taltal,22,CL,1612043325,60,-25.4,-70.4833,70.92,5.14
2126123,Chokurdakh,38,RU,1612043305,85,70.6333,147.9167,-29.43,7.65
733828,Xilópolis,50,GR,1612043326,81,40.9271,23.1794,45.0,1.79
3933024,Paramonga,72,PE,1612043326,69,-10.6667,-77.8333,74.35,10.04
2448083,Agadez,73,NE,1612043326,32,19.75,10.25,57.02,3.65
3871336,Santiago,75,CL,1612043093,88,-33.4569,-70.6483,73.99,7.31
5924351,Clyde River,1,CA,1612043287,76,70.4692,-68.5914,-18.4,2.3
3454628,Peçanha,0,BR,1612043327,79,-18.5486,-42.5569,67.98,4.18
2017487,Raychikhinsk,50,RU,1612043327,84,49.7838,129.4121,-32.98,2.57
355449,Esna,0,EG,1612043328,58,25.2934,32.554,51.8,4.61
107304,Buraidah,0,SA,1612043328,62,26.326,43.975,53.6,5.75
3109718,Santander,75,ES,1612043329,71,43.4647,-3.8044,53.6,28.77
492860,Sindor,100,RU,1612043329,96,62.8629,51.8905,17.94,10.45
3163146,Andenes,26,NO,1612043329,68,69.3143,16.1194,24.8,9.22
922741,Likasi,100,CD,1612043260,93,-10.9814,26.7333,63.36,2.53
1235846,Matara,97,LK,1612043330,88,5.9485,80.5353,76.28,3.87
6620339,Karratha,95,AU,1612043312,53,-20.7377,116.8463,86.9,5.28
